review_id,term_actual,term_predicted,opinion_actual,opinion_predicted,aspect_actual,aspect_predicted,sentiment_actual,sentiment_predicted,review_len
127,fish dish,NA,NULL,NA,FOOD#QUALITY,NA,positive,NA,140
127,NA,NULL,NA,tasty,NA,SERVICE#GENERAL,NA,negative,140
127,NA,waiters,NA,re-filling tea/changing dirty plates,NA,SERVICE#GENERAL,NA,negative,140
128,chat,chat,tasty,tasty,FOOD#QUALITY,FOOD#QUALITY,positive,positive,76
128,Ragda Pattice,Ragda Pattice,tasty,tasty,FOOD#QUALITY,FOOD#QUALITY,positive,positive,76
128,Ragda Pattice,NA,spicy,NA,FOOD#QUALITY,NA,negative,NA,76
128,prices,prices,high,high,FOOD#PRICES,AMBIENCE#GENERAL,negative,negative,76
128,prices,NA,high,NA,DRINKS#PRICES,NA,negative,NA,76
128,location,location,NULL,NULL,LOCATION#GENERAL,AMBIENCE#GENERAL,negative,negative,76
128,NULL,NULL,average,average,RESTAURANT#GENERAL,AMBIENCE#GENERAL,negative,negative,76
129,buffet,buffet,enjoyed,enjoyed,FOOD#QUALITY,FOOD#QUALITY,positive,positive,85
129,buffet,NA,enjoyed,NA,FOOD#STYLE_OPTIONS,NA,positive,NA,85
129,restaurant,restaurant,spacious,spacious,AMBIENCE#GENERAL,RESTAURANT#GENERAL,positive,positive,85
129,restaurant,NA,well laid out,NA,AMBIENCE#GENERAL,NA,positive,NA,85
129,seating,seating,comfortable,well laid out,AMBIENCE#GENERAL,AMBIENCE#GENERAL,positive,positive,85
129,food,NA,high-quality,NA,FOOD#QUALITY,NA,positive,NA,85
129,dishes,NA,well-presented,NA,FOOD#STYLE_OPTIONS,NA,positive,NA,85
129,dishes,NA,fresh,NA,FOOD#QUALITY,NA,positive,NA,85
129,dishes,NA,appealing,NA,FOOD#STYLE_OPTIONS,NA,positive,NA,85
129,roast lamb,NA,favourites,NA,FOOD#QUALITY,NA,positive,NA,85
129,desserts,NA,favourites,NA,FOOD#QUALITY,NA,positive,NA,85
129,Indian dishes,NA,tasty,NA,FOOD#QUALITY,NA,positive,NA,85
129,Indian dishes,NA,well cooked,NA,FOOD#QUALITY,NA,positive,NA,85
129,service,service,professional,professional,SERVICE#GENERAL,SERVICE#GENERAL,positive,positive,85
129,service,NA,unobtrusive,NA,SERVICE#GENERAL,NA,positive,NA,85
129,NA,NULL,NA,comfortable,NA,AMBIENCE#GENERAL,NA,positive,85
129,NA,NULL,NA,comfortable,NA,AMBIENCE#GENERAL,NA,positive,85
130,Spice chicken,Spice chicken,Taste good,Taste good,FOOD#QUALITY,FOOD#QUALITY,positive,positive,25
130,Menu variety,NA,Ok,NA,FOOD#STYLE_OPTIONS,NA,neutral,NA,25
130,Service,NA,Moderate,NA,SERVICE#GENERAL,NA,neutral,NA,25
130,NULL,NULL,"Located Level Pavilion Mall ., Easy Reachable,Vegetarian Friendly",easy reachable,LOCATION#GENERAL,SERVICE#GENERAL,positive,positive,25
130,NA,NULL,NA,moderate,NA,SERVICE#GENERAL,NA,positive,25
131,NULL,NA,warm,NA,SERVICE#GENERAL,NA,positive,NA,113
131,drinks,drinks,good,good,DRINKS#QUALITY,DRINKS#QUALITY,positive,positive,113
131,food,food,match,match,FOOD#QUALITY,FOOD#QUALITY,positive,positive,113
131,NA,welcome,NA,warm,NA,SERVICE#GENERAL,NA,positive,113
132,food,food,superb,superb,FOOD#QUALITY,FOOD#QUALITY,positive,positive,91
132,food,NA,impressed,NA,FOOD#QUALITY,NA,positive,NA,91
132,food,NA,flavours,NA,FOOD#QUALITY,NA,positive,NA,91
132,food,NA,presentation,NA,FOOD#STYLE_OPTIONS,NA,positive,NA,91
132,cocktails,cocktails,nicely made,nicely made,DRINKS#QUALITY,FOOD#QUALITY,positive,positive,91
132,service,service,NULL,helpful,SERVICE#GENERAL,SERVICE#GENERAL,positive,positive,91
132,ambience,NA,good,NA,AMBIENCE#GENERAL,NA,positive,NA,91
132,music,music,good,good,AMBIENCE#GENERAL,AMBIENCE#GENERAL,positive,positive,91
132,NULL,NA,definitely go again,NA,RESTAURANT#GENERAL,NA,positive,NA,91
132,price,price,expensive,well worth,FOOD#PRICES,AMBIENCE#GENERAL,negative,positive,91
132,price,NA,worthy,NA,FOOD#PRICES,NA,positive,NA,91
132,NA,ambiance,NA,good,NA,AMBIENCE#GENERAL,NA,positive,91
133,host,host,excellent,excellent,SERVICE#GENERAL,SERVICE#GENERAL,positive,positive,59
133,food,food,good,good,FOOD#QUALITY,FOOD#QUALITY,positive,positive,59
133,ambience,ambience,perfect,perfect,AMBIENCE#GENERAL,AMBIENCE#GENERAL,positive,positive,59
133,music,music,light,light,AMBIENCE#GENERAL,AMBIENCE#GENERAL,positive,positive,59
133,lighting,lighting,soft feel,soft feel,AMBIENCE#GENERAL,AMBIENCE#GENERAL,positive,positive,59
133,guests,NA,well mannered,NA,AMBIENCE#GENERAL,NA,positive,NA,59
133,NA,other guests,NA,well mannered,NA,AMBIENCE#GENERAL,NA,positive,59
134,staff,staff,friendly,friendly,SERVICE#GENERAL,SERVICE#GENERAL,positive,positive,207
134,staff,NA,courteous,NA,SERVICE#GENERAL,NA,positive,NA,207
134,food,NA,delicious,NA,FOOD#QUALITY,NA,positive,NA,207
134,food,NA,tasty,NA,FOOD#QUALITY,NA,positive,NA,207
134,coffees,NA,NULL,NA,DRINKS#QUALITY,NA,positive,NA,207
134,teas,NA,NULL,NA,DRINKS#QUALITY,NA,positive,NA,207
134,NULL,NULL,cheap,accommodating,FOOD#PRICES,SERVICE#GENERAL,positive,positive,207
134,NULL,NULL,good,cleanliness,FOOD#STYLE_OPTIONS,SERVICE#GENERAL,positive,positive,207
134,NULL,NULL,helpful,good,SERVICE#GENERAL,SERVICE#GENERAL,positive,positive,207
134,NULL,NA,attentive,NA,SERVICE#GENERAL,NA,positive,NA,207
134,NULL,NA,glad,NA,RESTAURANT#GENERAL,NA,positive,NA,207
134,cleanliness,NA,good,NA,FOOD#QUALITY,NA,positive,NA,207
134,quality of the meals,NA,good,NA,FOOD#QUALITY,NA,positive,NA,207
135,meal,meal,Good,Good,FOOD#QUALITY,FOOD#QUALITY,positive,positive,25
135,price,price,decent,good,FOOD#PRICES,AMBIENCE#GENERAL,positive,positive,25
135,service,service,good,good,SERVICE#GENERAL,SERVICE#GENERAL,positive,positive,25
135,Chef,Chef,friendly,friendly,SERVICE#GENERAL,SERVICE#GENERAL,positive,positive,25
135,pizzas,pizzas,good,good,FOOD#QUALITY,FOOD#QUALITY,positive,positive,25
135,Pastas,Pastas,average,average,FOOD#QUALITY,FOOD#QUALITY,negative,negative,25
135,wine list,wine list,decent,decent,DRINKS#STYLE_OPTIONS,AMBIENCE#GENERAL,positive,positive,25
136,manager and the staff,NA,attentive,NA,SERVICE#GENERAL,NA,positive,NA,57
136,manager and the staff,NA,focus to the guest,NA,SERVICE#GENERAL,NA,positive,NA,57
136,food,food,nice,nice,FOOD#QUALITY,FOOD#QUALITY,positive,positive,57
136,food,NA,large selection of dish,NA,FOOD#STYLE_OPTIONS,NA,positive,NA,57
136,wine,wine,good,good,DRINKS#QUALITY,FOOD#QUALITY,positive,positive,57
136,prices,prices,affordable,good,FOOD#PRICES,AMBIENCE#GENERAL,positive,positive,57
136,NA,manager,NA,attentive,NA,SERVICE#GENERAL,NA,positive,57
136,NA,staff,NA,focus to the guest,NA,SERVICE#GENERAL,NA,positive,57
136,NA,price,NA,affordable,NA,AMBIENCE#GENERAL,NA,positive,57
137,prawn dumpling,prawn dumpling,favorite,love,FOOD#QUALITY,FOOD#QUALITY,positive,positive,28
137,NULL,NA,surprise,NA,FOOD#QUALITY,NA,positive,NA,28
137,NA,food quality,NA,good,NA,AMBIENCE#GENERAL,NA,positive,28
138,food,food,plentiful,pleasant,FOOD#STYLE_OPTIONS,FOOD#QUALITY,positive,positive,83
138,food,NA,plentiful,NA,FOOD#QUALITY,NA,positive,NA,83
138,food,NA,sushi,NA,FOOD#QUALITY,NA,positive,NA,83
138,food,NA,sushi,NA,FOOD#STYLE_OPTIONS,NA,positive,NA,83
138,service,service,attentive,extremely attentive,SERVICE#GENERAL,SERVICE#GENERAL,positive,positive,83
138,NA,NULL,NA,obnoxious,NA,AMBIENCE#GENERAL,NA,negative,83
139,fresh bread,fresh bread,liked,loved,FOOD#QUALITY,FOOD#QUALITY,positive,positive,21
139,hummus,hummus,liked,loved,FOOD#QUALITY,FOOD#QUALITY,positive,positive,21
139,Kabab Halabi,Kabab Halabi,good,good,FOOD#QUALITY,AMBIENCE#GENERAL,positive,positive,21
140,dishes,dishes,exceptional,Thai inspired,FOOD#QUALITY,FOOD#QUALITY,positive,positive,77
140,dishes,NA,Thai inspired,NA,FOOD#STYLE_OPTIONS,NA,positive,NA,77
140,Thai food,NA,not typical,NA,FOOD#STYLE_OPTIONS,NA,positive,NA,77
140,fusion with more contemporary styles of cooking,fusion with more contemporary styles of cooking,better,delicious,FOOD#STYLE_OPTIONS,SERVICE#GENERAL,positive,positive,77
140,NULL,NULL,delightful,noisy,FOOD#STYLE_OPTIONS,AMBIENCE#GENERAL,positive,positive,77
140,NULL,NA,exceptional,NA,FOOD#QUALITY,NA,positive,NA,77
140,restaurant,restaurant,noisy,noisy,AMBIENCE#GENERAL,AMBIENCE#GENERAL,negative,negative,77
140,restaurant,NA,noisy,NA,AMBIENCE#GENERAL,NA,negative,NA,77
140,Service,NA,good,NA,SERVICE#GENERAL,NA,positive,NA,77
141,staff,staff,welcomed,well-trained,SERVICE#GENERAL,SERVICE#GENERAL,positive,positive,238
141,staff,NA,well-trained,NA,SERVICE#GENERAL,NA,positive,NA,238
141,staff,NA,polite,NA,SERVICE#GENERAL,NA,positive,NA,238
141,staff,NA,professional,NA,SERVICE#GENERAL,NA,positive,NA,238
141,Black Angus Pure Certified Australian Angus Beef Medallion,NA,good,NA,FOOD#QUALITY,NA,positive,NA,238
141,Steak Bordelaise,NA,great,NA,FOOD#QUALITY,NA,positive,NA,238
141,NULL,NULL,perfection,Best,FOOD#QUALITY,AMBIENCE#GENERAL,positive,positive,238
141,service,service,Superb,superb,SERVICE#GENERAL,SERVICE#GENERAL,positive,positive,238
141,bread basket,bread basket,fresh,fresh,FOOD#QUALITY,SERVICE#GENERAL,positive,positive,238
141,Werner's Special,Werner's Special,sweet,NULL,FOOD#QUALITY,AMBIENCE#GENERAL,positive,positive,238
141,Werner's Special,NA,refreshing,NA,FOOD#QUALITY,NA,positive,NA,238
141,Jubert,NA,special,NA,SERVICE#GENERAL,NA,positive,NA,238
141,Jubert,NA,appreciation,NA,SERVICE#GENERAL,NA,positive,NA,238
141,Jubert,NA,thanks,NA,SERVICE#GENERAL,NA,positive,NA,238
141,NULL,NA,wonderful,NA,FOOD#QUALITY,NA,positive,NA,238
141,steaks,steaks,best,good,FOOD#QUALITY,SERVICE#GENERAL,positive,positive,238
141,service,NA,excellent,NA,SERVICE#GENERAL,NA,positive,NA,238
142,food quality,NA,good,NA,FOOD#QUALITY,NA,positive,NA,467
142,pricing,NA,affordable,NA,FOOD#PRICES,NA,positive,NA,467
142,Garlic & Escargot Soup,NA,good,NA,FOOD#QUALITY,NA,positive,NA,467
142,Salmon & Katsuo,NA,Delicious,NA,FOOD#QUALITY,NA,positive,NA,467
142,Duck & Potato,NA,impressed,NA,FOOD#QUALITY,NA,positive,NA,467
142,presentation,NA,impressed,NA,FOOD#STYLE_OPTIONS,NA,positive,NA,467
142,Butter Fish,NA,prefer,NA,FOOD#QUALITY,NA,negative,NA,467
142,pickled onion,NA,cut through the richness of the sauce,NA,FOOD#QUALITY,NA,positive,NA,467
142,Banana Éclair,NA,Lovely,NA,FOOD#QUALITY,NA,positive,NA,467
142,complimentary bread with kombu butter,NA,heavenly,NA,FOOD#QUALITY,NA,positive,NA,467
142,NULL,NA,beautiful,NA,AMBIENCE#GENERAL,NA,positive,NA,467
142,NULL,NA,satisfied,NA,SERVICE#GENERAL,NA,positive,NA,467
142,NA,salmon tartare,NA,deep fried,NA,FOOD#QUALITY,NA,positive,467
143,staff,staff,Izzatie & Hassif,Izzatie & Hassif,SERVICE#GENERAL,SERVICE#GENERAL,positive,positive,16
143,staff,NA,Suresh & Yazed,NA,FOOD#QUALITY,NA,positive,NA,16
143,NA,NULL,NA,NULL,NA,SERVICE#GENERAL,NA,positive,16
144,food,food,amazing,amazing,FOOD#QUALITY,FOOD#QUALITY,positive,positive,63
144,food,NA,great,NA,FOOD#PRICES,NA,positive,NA,63
144,desserts,desserts,whole new level,a whole new level,FOOD#QUALITY,FOOD#QUALITY,positive,positive,63
144,Anis,NA,amazing,NA,SERVICE#GENERAL,NA,positive,NA,63
144,NA,prices,NA,great,NA,AMBIENCE#GENERAL,NA,positive,63
144,NA,NULL,NA,amazing,NA,AMBIENCE#GENERAL,NA,positive,63
145,food,food,nice,nice,FOOD#QUALITY,FOOD#QUALITY,positive,positive,25
145,service,service,friendly,friendly,SERVICE#GENERAL,SERVICE#GENERAL,positive,positive,25
145,NA,bar staff,NA,friendly,NA,SERVICE#GENERAL,NA,positive,25
145,NA,bar staff,NA,friendly,NA,SERVICE#GENERAL,NA,positive,25
145,NA,NULL,NA,friendly,NA,SERVICE#GENERAL,NA,positive,25
146,lamb rack,lamb rack,superb,superb,FOOD#QUALITY,FOOD#QUALITY,positive,positive,23
146,aglio olio,aglio olio,superb,superb,FOOD#QUALITY,FOOD#QUALITY,positive,positive,23
146,Ambience,NA,nice,NA,AMBIENCE#GENERAL,NA,positive,NA,23
146,waiter Sarmila,waiter Sarmila,attentive,attentive,SERVICE#GENERAL,SERVICE#GENERAL,positive,positive,23
146,waiter Sarmila,NA,friendly,NA,SERVICE#GENERAL,NA,positive,NA,23
146,NA,Food,NA,superb,NA,FOOD#QUALITY,NA,positive,23
146,NA,ambience,NA,nice,NA,AMBIENCE#GENERAL,NA,positive,23
147,food,food,nice,nice,FOOD#QUALITY,FOOD#QUALITY,positive,positive,21
147,service,service,good,good,SERVICE#GENERAL,SERVICE#GENERAL,positive,positive,21
147,lamb shamp,lamb shamp,Great,good,FOOD#QUALITY,FOOD#QUALITY,positive,positive,21
147,service,service,good,good,SERVICE#GENERAL,SERVICE#GENERAL,positive,positive,21
147,cocktail,NA,special,NA,DRINKS#STYLE_OPTIONS,NA,positive,NA,21
147,NA,meat shamp,NA,good,NA,FOOD#QUALITY,NA,positive,21
147,NA,service,NA,good,NA,SERVICE#GENERAL,NA,positive,21
147,NA,drink,NA,good,NA,SERVICE#GENERAL,NA,positive,21
148,wines,wines,Great,Great,DRINKS#QUALITY,FOOD#QUALITY,positive,positive,32
148,cocktails,cocktails,Great,Great,DRINKS#QUALITY,FOOD#QUALITY,positive,positive,32
148,staff,staff,Attentive,attentive,SERVICE#GENERAL,SERVICE#GENERAL,positive,positive,32
148,chef,chef,fuss around you,attentive,SERVICE#GENERAL,SERVICE#GENERAL,positive,positive,32
148,NULL,NULL,authentic,authentic,FOOD#QUALITY,AMBIENCE#GENERAL,positive,positive,32
149,kids menu,kids menu,not impressed,not impressed,FOOD#QUALITY,RESTAURANT#GENERAL,negative,negative,100
149,food,food,mostly cold,pre prepared,FOOD#QUALITY,FOOD#QUALITY,negative,negative,100
149,food,food,over-cooked,over-cooked,FOOD#QUALITY,FOOD#QUALITY,negative,negative,100
149,NULL,NULL,plenty of room for improvement,over-cooked,FOOD#QUALITY,FOOD#QUALITY,negative,negative,100
149,NULL,NA,NULL,NA,FOOD#STYLE_OPTIONS,NA,negative,NA,100
149,NULL,NA,NULL,NA,FOOD#PRICES,NA,negative,NA,100
150,service,service,Great,Great,SERVICE#GENERAL,SERVICE#GENERAL,positive,positive,29
150,food,food,excellent,excellent,FOOD#QUALITY,FOOD#QUALITY,positive,positive,29
150,ambient,ambient,nice,nice,AMBIENCE#GENERAL,AMBIENCE#GENERAL,positive,positive,29
151,chic banana Roti,NA,NULL,NA,FOOD#QUALITY,NA,positive,NA,30
151,staff,staff,friendly,friendly,SERVICE#GENERAL,SERVICE#GENERAL,positive,positive,30
151,food,food,great,great,FOOD#QUALITY,FOOD#QUALITY,positive,positive,30
151,NA,chiban Roti,NA,enjoy,NA,FOOD#QUALITY,NA,positive,30
152,Fat Brother,Fat Brother,great value,great value,PRICES#GENERAL,FOOD#QUALITY,positive,positive,31
152,Fat Brother,NA,clean,NA,FOOD#QUALITY,NA,positive,NA,31
152,Fat Brother,NA,fresh,NA,FOOD#QUALITY,NA,positive,NA,31
153,food,food,satisfying,satisfying,FOOD#QUALITY,FOOD#QUALITY,positive,positive,26
153,services,services,satisfying,satisfying,SERVICE#GENERAL,SERVICE#GENERAL,positive,positive,26
153,Shaz,Shaz,friendly,friendly,SERVICE#GENERAL,SERVICE#GENERAL,positive,positive,26
153,rossi,rossi,friendly,friendly,SERVICE#GENERAL,SERVICE#GENERAL,positive,positive,26
153,Kampala,Kampala,friendly,friendly,SERVICE#GENERAL,SERVICE#GENERAL,positive,positive,26
153,wegen,wegen,friendly,welcomed,SERVICE#GENERAL,SERVICE#GENERAL,positive,positive,26
154,food,food,good,good,FOOD#QUALITY,FOOD#QUALITY,positive,positive,84
154,food,NA,big portions,NA,FOOD#STYLE_OPTIONS,NA,positive,NA,84
154,food,NA,good taste,NA,FOOD#QUALITY,NA,positive,NA,84
154,food,NA,affordable prices,NA,FOOD#PRICES,NA,positive,NA,84
154,service,service,amazing,attentive,SERVICE#GENERAL,SERVICE#GENERAL,positive,positive,84
154,waiters,waiters,attentive,friendly,SERVICE#GENERAL,SERVICE#GENERAL,positive,positive,84
154,waiters,waiters,friendly,amazing,SERVICE#GENERAL,SERVICE#GENERAL,positive,positive,84
154,waiters,NA,amazing,NA,SERVICE#GENERAL,NA,positive,NA,84
154,NA,portions,NA,good taste,NA,FOOD#QUALITY,NA,positive,84
154,NA,good taste,NA,affordable,NA,FOOD#QUALITY,NA,positive,84
154,NA,prices,NA,amazing,NA,FOOD#QUALITY,NA,positive,84
155,food options,NA,wonderful,NA,FOOD#QUALITY,NA,positive,NA,105
155,NULL,NULL,delighted,enjoyed,RESTAURANT#GENERAL,SERVICE#GENERAL,positive,positive,105
155,iPad,NA,NULL,NA,SERVICE#GENERAL,NA,positive,NA,105
155,NA,food,NA,delicious,NA,FOOD#QUALITY,NA,positive,105
155,NA,ipad,NA,enjoyed,NA,SERVICE#GENERAL,NA,positive,105
156,samosa,samosa,excellent,excellent,FOOD#QUALITY,FOOD#QUALITY,positive,positive,41
156,"pap( rice substitute), wild mushroom combine with carrot",NA,superb,NA,FOOD#QUALITY,NA,positive,NA,41
156,NULL,NULL,full,full,FOOD#STYLE_OPTIONS,AMBIENCE#GENERAL,positive,positive,41
156,service,service,great,great,SERVICE#GENERAL,SERVICE#GENERAL,positive,positive,41
156,NULL,NA,Different environment,NA,AMBIENCE#GENERAL,NA,positive,NA,41
156,NULL,NA,well organised,NA,SERVICE#GENERAL,NA,positive,NA,41
156,NA,environment,NA,Different,NA,AMBIENCE#GENERAL,NA,positive,41
156,NA,staff,NA,knows it,NA,SERVICE#GENERAL,NA,positive,41
156,NA,"vegetarian main course pap( rice substitute), wild mushroom combine with carrot",NA,,NA,FOOD#QUALITY,NA,positive,41
157,servers,servers,wonderful,wonderful,SERVICE#GENERAL,SERVICE#GENERAL,positive,positive,49
157,NULL,NA,wonderful,NA,SERVICE#GENERAL,NA,positive,NA,49
157,NA,mandarin employees,NA,first class,NA,SERVICE#GENERAL,NA,positive,49
157,NA,mandarin employees,NA,first class,NA,SERVICE#GENERAL,NA,positive,49
158,duck,duck,good,good,FOOD#QUALITY,FOOD#QUALITY,positive,positive,21
158,service,service,fast,fast,SERVICE#GENERAL,SERVICE#GENERAL,positive,positive,21
158,service,NA,proper,NA,SERVICE#GENERAL,NA,positive,NA,21
158,NULL,NA,clean,NA,RESTAURANT#MISCELLANEOUS,NA,positive,NA,21
158,NA,clean,NA,proper,NA,SERVICE#GENERAL,NA,positive,21
159,foods,foods,good,good,FOOD#QUALITY,FOOD#QUALITY,positive,positive,27
159,service,service,tip top,tip top,SERVICE#GENERAL,SERVICE#GENERAL,positive,positive,27
159,service,NA,friendly,NA,SERVICE#GENERAL,NA,positive,NA,27
159,service,NA,awsome,NA,SERVICE#GENERAL,NA,positive,NA,27
159,NA,NULL,NA,friendly,NA,SERVICE#GENERAL,NA,positive,27
160,Food,Food,delish,delish,FOOD#QUALITY,FOOD#QUALITY,positive,positive,38
160,coffe,coffe,very nice,nice,DRINKS#QUALITY,FOOD#QUALITY,positive,positive,38
160,workers,workers,friendly,friendly,SERVICE#GENERAL,SERVICE#GENERAL,positive,positive,38
160,workers,NA,lovely,NA,SERVICE#GENERAL,NA,positive,NA,38
160,interior,interior,cool,lovely,AMBIENCE#GENERAL,AMBIENCE#GENERAL,positive,positive,38
160,music,music,good,cool,AMBIENCE#GENERAL,AMBIENCE#GENERAL,positive,positive,38
161,mezza platter,mezza platter,delicious,delicious,FOOD#QUALITY,FOOD#QUALITY,positive,positive,55
161,service,service,satisfied,satisfied,SERVICE#GENERAL,SERVICE#GENERAL,positive,positive,55
161,NULL,NA,satisfied,NA,RESTAURANT#GENERAL,NA,positive,NA,55
161,NA,staff,NA,friendly,NA,SERVICE#GENERAL,NA,positive,55
161,NA,food,NA,delicious,NA,FOOD#QUALITY,NA,positive,55
162,Brian,Brian,welcomed,great hospitality,SERVICE#GENERAL,SERVICE#GENERAL,positive,positive,59
162,Brian,NA,helped us to take many amazing photos,NA,SERVICE#GENERAL,NA,positive,NA,59
162,NA,Bar Manager,NA,great,NA,SERVICE#GENERAL,NA,positive,59
162,NA,NULL,NA,chill,NA,SERVICE#GENERAL,NA,positive,59
163,pad thai,pad thai,ok,ok,FOOD#QUALITY,FOOD#QUALITY,neutral,positive,42
163,pad thai,NA,fine,NA,FOOD#STYLE_OPTIONS,NA,neutral,NA,42
163,portion,portion,fine,fine,FOOD#STYLE_OPTIONS,FOOD#QUALITY,neutral,positive,42
163,green curry,green curry,recommend,creamy,FOOD#QUALITY,FOOD#QUALITY,positive,positive,42
163,green curry,NA,creamy,NA,FOOD#STYLE_OPTIONS,NA,positive,NA,42
163,green curry,NA,not spicy,NA,FOOD#STYLE_OPTIONS,NA,positive,NA,42
163,price,NA,high side,NA,FOOD#PRICES,NA,negative,NA,42
163,NA,Price,NA,not spicy,NA,AMBIENCE#GENERAL,NA,positive,42
164,service,service,Good,Good,SERVICE#GENERAL,SERVICE#GENERAL,positive,positive,31
164,NULL,NA,ok,NA,FOOD#QUALITY,NA,neutral,NA,31
164,ambience,ambience,Good,good,AMBIENCE#GENERAL,AMBIENCE#GENERAL,positive,negative,31
164,ambience,NA,a lot of flies,NA,AMBIENCE#GENERAL,NA,negative,NA,31
164,NA,Food,NA,ok,NA,FOOD#QUALITY,NA,positive,31
164,NA,chicken rice,NA,good,NA,FOOD#QUALITY,NA,positive,31
165,vibe,vibe,Love,love,AMBIENCE#GENERAL,FOOD#QUALITY,positive,positive,23
165,snacks,snacks,good,good,FOOD#QUALITY,FOOD#QUALITY,positive,positive,23
165,entertainment,entertainment,good,good,RESTAURANT#MISCELLANEOUS,AMBIENCE#GENERAL,positive,positive,23
165,NULL,NULL,Great,great,RESTAURANT#GENERAL,SERVICE#GENERAL,positive,positive,23
165,NULL,NA,stellar,NA,RESTAURANT#GENERAL,NA,positive,NA,23
165,NULL,NA,real,NA,RESTAURANT#GENERAL,NA,positive,NA,23
166,pool,pool,awesome,awesome,AMBIENCE#GENERAL,FOOD#QUALITY,positive,positive,60
166,restaurant,restaurant,excellent,excellent,FOOD#QUALITY,RESTAURANT#GENERAL,positive,positive,60
166,restaurant,NA,excellent,NA,DRINKS#QUALITY,NA,positive,NA,60
166,Fatin,NA,nice,NA,SERVICE#GENERAL,NA,positive,NA,60
166,Fatin,NA,polite,NA,SERVICE#GENERAL,NA,positive,NA,60
166,Fatin,NA,exceptional,NA,SERVICE#GENERAL,NA,positive,NA,60
166,NULL,NULL,valuable,nice,SERVICE#GENERAL,AMBIENCE#GENERAL,positive,positive,60
166,NA,hostess name Fatin,NA,nice,NA,SERVICE#GENERAL,NA,positive,60
167,Cocktails,Cocktails,big ice cube,big ice cube,DRINKS#STYLE_OPTIONS,FOOD#QUALITY,negative,negative,29
167,Cocktails,NA,very little drink,NA,DRINKS#QUALITY,NA,negative,NA,29
167,Ambiance,NA,basic,NA,AMBIENCE#GENERAL,NA,negative,NA,29
167,decor,decor,basic,basic,AMBIENCE#GENERAL,AMBIENCE#GENERAL,negative,negative,29
167,place,place,not worth it,Disappointed,RESTAURANT#GENERAL,DRINKS#QUALITY,negative,negative,29
167,place,NA,Disappointed,NA,RESTAURANT#GENERAL,NA,negative,NA,29
167,NA,ambiance,NA,basic,NA,AMBIENCE#GENERAL,NA,negative,29
168,food,food,great,great,FOOD#QUALITY,FOOD#QUALITY,positive,positive,28
168,food,NA,great,NA,FOOD#STYLE_OPTIONS,NA,positive,NA,28
168,beer,beer,great,great,DRINKS#QUALITY,FOOD#QUALITY,positive,positive,28
168,NULL,NULL,attracted,vibrant,AMBIENCE#GENERAL,SERVICE#GENERAL,positive,positive,28
168,NULL,NA,fun,NA,RESTAURANT#GENERAL,NA,positive,NA,28
169,restaurant,restaurant,good,good,RESTAURANT#GENERAL,RESTAURANT#GENERAL,positive,positive,52
169,food,food,good,good,FOOD#QUALITY,FOOD#QUALITY,positive,positive,52
169,staff,staff,good,good,SERVICE#GENERAL,SERVICE#GENERAL,positive,positive,52
169,Japanese curry katsu,Japanese curry katsu,good,good,FOOD#QUALITY,FOOD#QUALITY,positive,positive,52
169,Red Ruby,Red Ruby,tasty,tasty,FOOD#QUALITY,FOOD#QUALITY,positive,positive,52
169,NA,NULL,NA,recommend,NA,SERVICE#GENERAL,NA,positive,52
170,food,food,bold flavours,good,FOOD#QUALITY,FOOD#QUALITY,positive,positive,57
170,food,NA,good,NA,FOOD#QUALITY,NA,positive,NA,57
170,food,NA,bold flavours,NA,FOOD#STYLE_OPTIONS,NA,positive,NA,57
170,food,NA,good,NA,FOOD#STYLE_OPTIONS,NA,positive,NA,57
170,appam,appam,NULL,bold flavours,FOOD#STYLE_OPTIONS,FOOD#QUALITY,positive,positive,57
170,stringhoppers,stringhoppers,NULL,good,FOOD#STYLE_OPTIONS,FOOD#QUALITY,positive,positive,57
171,Food,Food,excellent,excellent,FOOD#QUALITY,FOOD#QUALITY,positive,positive,31
171,service,service,fantastic,fantastic,SERVICE#GENERAL,SERVICE#GENERAL,positive,positive,31
171,staff,staff,INCREDIBLE,INFECT,SERVICE#GENERAL,SERVICE#GENERAL,positive,positive,31
171,Antipodean establishment,NA,favourite,NA,RESTAURANT#GENERAL,NA,positive,NA,31
172,restaurant,restaurant,perfect,perfect,RESTAURANT#GENERAL,RESTAURANT#GENERAL,positive,positive,17
173,food,food,quality,nice,FOOD#QUALITY,FOOD#QUALITY,positive,positive,90
173,food,NA,unusual good portioned,NA,FOOD#STYLE_OPTIONS,NA,positive,NA,90
173,seafood risotto,seafood risotto,NULL,not on,FOOD#QUALITY,FOOD#QUALITY,negative,positive,90
173,NULL,NA,disappointment,NA,FOOD#QUALITY,NA,negative,NA,90
173,decor,NA,nice,NA,AMBIENCE#GENERAL,NA,positive,NA,90
173,ambiance,ambiance,nice,nice,AMBIENCE#GENERAL,AMBIENCE#GENERAL,positive,positive,90
173,server Fulzen,server Fulzen,professional,professional,SERVICE#GENERAL,SERVICE#GENERAL,positive,positive,90
173,server Fulzen,NA,friendly,NA,SERVICE#GENERAL,NA,positive,NA,90
173,NA,décor,NA,nice,NA,AMBIENCE#GENERAL,NA,positive,90
173,NA,service,NA,matches the food,NA,SERVICE#GENERAL,NA,positive,90
